essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,AC_types,AR_pairs,AR_types
333,1854,body,"<para-body> Finally , I think that <AC> requirement to take standardized tests is the right choice </AC> , since <AC> in this case teachers can compare the level of knowledge of different students </AC> . <AC> In any class there will be students who will show low academic performance , so teachers could work with them more intensively </AC> . I support the points of those who say that <AC> standardized tests are required over those who don ’ t </AC> because <AC> if the teacher would know the level of each student he would fairly share his time to all of them </AC> . </para-body>","[(1, 16), (17, 33), (34, 58), (60, 80), (81, 103)]","[(6, 16), (19, 33), (35, 58), (69, 80), (82, 103)]","[(1, 5), (17, 18), (34, 34), (60, 68), (81, 81)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (3, 4)]","['Support', 'Support', 'Support', 'Support']"
333,1855,conclusion,"<para-conclusion> Ultimately I feel that <AC> schools which obligate their students to take standardized tests are right </AC> . I belive this , due to the fact that <AC> these schools can qualitatively check if they are giving an appropriate education to their students </AC> . </para-conclusion>","[(1, 17), (19, 44)]","[(5, 17), (28, 44)]","[(1, 4), (19, 27)]","['MajorClaim', 'Claim']",[],[]
334,1856,prompt,<prompt> Most difficult experiences will become valuable lessons </prompt>,[],[],[],[],[],[]
334,1857,intro,"<para-intro> There is a famous old saying that failure is the mother of success . For that reason , some people advocate that some difficulties people met at their early ages will become an invaluable fortune in their future lives . However , some people think it isn ' t supposed to be that case . From my point of view , I am in favor the former statement that <AC> some tough experiences people met before will be helpful in their life path </AC> . </para-intro>","[(56, 84)]","[(70, 84)]","[(56, 69)]",['MajorClaim'],[],[]
334,1858,body,"<para-body> To start with , <AC> hardship makes people realize how to cherish and compliment the common but wonderful little things happened in their life such as , a shining weather , a delicious breakfast and etc </AC> . <AC> People who have such nice spirit usually know how to find the true love in their life instead of being seduced by greed as to lose themselves in the end </AC> . As a result , <AC> experiences of difficulties teach them how to keep a nice mood and have confidence all the time </AC> . </para-body>","[(1, 37), (38, 70), (72, 94)]","[(5, 37), (39, 70), (76, 94)]","[(1, 4), (38, 38), (72, 75)]","['Premise', 'Premise', 'Claim']","[(2, 0), (2, 1)]","['Support', 'Support']"
334,1859,body,"<para-body> What ' s more , <AC> people who experienced lots of difficulties will be calmer when they are in troubles </AC> . Because <AC> they already have such experiences of overcoming some difficulties </AC> , <AC> they are conscious of what to do and how to do when fierce crisis happens </AC> . <AC> Those people are more likely to achieve their ambitions in their career </AC> because <AC> they are aware of how to lead people to reach success despite what kind of difficulties are getting in their way </AC> . </para-body>","[(1, 21), (23, 34), (35, 52), (53, 67), (68, 91)]","[(6, 21), (24, 34), (36, 52), (54, 67), (69, 91)]","[(1, 5), (23, 23), (35, 35), (53, 53), (68, 68)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(2, 1), (0, 2), (0, 3), (3, 4)]","['Support', 'Support', 'Support', 'Support']"
334,1860,conclusion,"<para-conclusion> So , to sum it up , both not afraid of difficulties and appreciating common but pleasant things in their lives drive me to believe that <AC> most tough experiences in people ' s life path will be a priceless treasure to them </AC> . Remember if you are afraid of encountering difficulties , then you will be in the troubles all the time . </para-conclusion>","[(1, 44)]","[(27, 44)]","[(1, 26)]",['MajorClaim'],[],[]
335,1861,prompt,<prompt> Life in a city is much better than life in the countryside </prompt>,[],[],[],[],[],[]
335,1862,intro,"<para-intro> As far as I am concerned , I agree with the statement that <AC> life in a city is much better than life in the countryside </AC> . </para-intro>","[(1, 27)]","[(14, 27)]","[(1, 13)]",['MajorClaim'],[],[]
335,1863,body,"<para-body> Firstly , <AC> in the city there is much better education system </AC> . This means , that <AC> the schools and the universities have well equipped classes and the famous professors would like to work in such places </AC> . </para-body>","[(1, 13), (15, 40)]","[(3, 13), (19, 40)]","[(1, 2), (15, 18)]","['Claim', 'Premise']","[(0, 1)]",['Support']
335,1864,body,"<para-body> In addition , I believe that <AC> city provides more work opportunities than the countryside </AC> . <AC> There are not only more jobs , but they are also well - paid </AC> . Of course <AC> living in a city is more expensive </AC> , but <AC> incomes are higher </AC> too . </para-body>","[(1, 16), (17, 33), (35, 45), (46, 52)]","[(7, 16), (18, 33), (37, 45), (48, 52)]","[(1, 6), (17, 17), (35, 36), (46, 47)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (2, 3)]","['Support', 'Attack', 'Attack']"
335,1865,body,"<para-body> Moreover , <AC> in the urban areas there are also more citizens what means , that the culture diversity is huge </AC> . <AC> Meeting and knowing new people ' s tradition is an unforgettable experience , which could influence on one ' s previous habits </AC> . </para-body>","[(1, 22), (23, 47)]","[(3, 22), (24, 47)]","[(1, 2), (23, 23)]","['Claim', 'Premise']","[(0, 1)]",['Support']
335,1866,body,"<para-body> Furthermore , <AC> the city has well - organised lines of transport </AC> . <AC> The buses and trains are more frequent than in the countryside </AC> , so <AC> the city provides better communication </AC> . </para-body>","[(1, 13), (14, 27), (28, 36)]","[(3, 13), (15, 27), (30, 36)]","[(1, 2), (14, 14), (28, 29)]","['Premise', 'Premise', 'Claim']","[(2, 0), (2, 1)]","['Support', 'Support']"
335,1867,body,"<para-body> However , <AC> in the countryside there are many places to rest , because of its location </AC> . Moreover , <AC> peaceful and close to the nature areas could help to avoid worries and sadness </AC> . </para-body>","[(1, 18), (20, 37)]","[(3, 18), (22, 37)]","[(1, 2), (20, 21)]","['Claim', 'Premise']","[(0, 1)]",['Support']
335,1868,conclusion,"<para-conclusion> Taking all into account , I think that <AC> living in the city is much better nowadays </AC> , because of the opportunities it gives . Today living in the rural places is in most causes connected with agrarian lifestyle , which for me is without perspective . If I could decide I would chose living in the city for sure . </para-conclusion>","[(1, 18)]","[(9, 18)]","[(1, 8)]",['MajorClaim'],[],[]
336,1869,prompt,<prompt> E - mail or Voice mail Versus Telephone or face to face </prompt>,[],[],[],[],[],[]
336,1870,intro,"<para-intro> Technology has been developing so quickly and becoming more perfect every day . Communication nowadays depends on technology pretty much . Voice mail , e - mail , telephone or just traditional way : face - to - face . However , <AC> I prefer e - mail due to 3 reasons : convenience , honest expression and fluency in communicating </AC> . </para-intro>","[(41, 62)]","[(43, 62)]","[(41, 42)]",['MajorClaim'],[],[]
336,1871,body,"<para-body> Everyone agrees that <AC> e - mail has been a great way of communication </AC> . <AC> You can talk to others from thousands mile </AC> . For instance , <AC> if you are in Vietnam and another person is in the US - half of the Earth , no matter how far it is , you can keep contact </AC> . <AC> We will never have to worry if our mails will be sent to the right address </AC> . <AC> If the address is wrong , then you will know right away </AC> . Moreover , <AC> e - mail doesn ' t take too much time : just a click </AC> . </para-body>","[(1, 15), (16, 26), (28, 61), (62, 80), (81, 95), (97, 114)]","[(4, 15), (17, 26), (31, 61), (63, 80), (82, 95), (99, 114)]","[(1, 3), (16, 16), (28, 30), (62, 62), (81, 81), (97, 98)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (1, 2), (0, 3), (3, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
336,1872,body,"<para-body> In addition , <AC> writing e - mail helps people express honestly </AC> . Some people think that <AC> the face - to - face conversations make them feel stupid </AC> . <AC> Sometimes , their ideas are not expressed as exactly as they expect </AC> . For instance , <AC> I want to talk to my friend about a ticklish problem like her behavior , it ' s hard for me to face her and explain what she should do </AC> . Therefore , <AC> e - mail will be a good tool to help me speak out </AC> . <AC> She will just read my e - mail instead of listening to my voice which can make her annoyed </AC> . <AC> I don ' t have to worry about any other thing can make my opinion become unpersuasive </AC> . </para-body>","[(1, 13), (15, 31), (32, 46), (48, 82), (84, 100), (101, 122), (123, 142)]","[(4, 13), (19, 31), (33, 46), (51, 82), (86, 100), (102, 122), (124, 142)]","[(1, 3), (15, 18), (32, 32), (48, 50), (84, 85), (101, 101), (123, 123)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (1, 2), (4, 3), (0, 4), (4, 5), (4, 6)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
336,1873,body,"<para-body> Last but not least , <AC> every communication needs fluency </AC> so <AC> people can understand each other exactly and remember it for a long time </AC> . <AC> Voice email or face - to - face conversations sometimes make reserve people feel not very confident </AC> . For example , <AC> when I face my parents , I can ' t speak out every idea and express consecutively </AC> . <AC> They may stop me , speak something against it and that makes me forget what I want to say </AC> . <AC> Anyone can meet this problem once in any conversation </AC> . <AC> E - mail helps me arrange my idea perfectly and make it persuasive </AC> . </para-body>","[(1, 11), (12, 27), (28, 47), (49, 70), (71, 92), (93, 104), (105, 120)]","[(6, 11), (13, 27), (29, 47), (52, 70), (72, 92), (94, 104), (106, 120)]","[(1, 5), (12, 12), (28, 28), (49, 51), (71, 71), (93, 93), (105, 105)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(1, 0), (6, 1), (6, 2), (2, 3), (2, 4), (2, 5)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
336,1874,conclusion,"<para-conclusion> On the whole , to compare to all ways of communication , I really think that <AC> e - mail is the greatest way for major people to use </AC> . <AC> Its convenience saves our time </AC> . Additionally , honesty is necessary for every conversation and also fluency can ' t be missing for a persuasive expression . </para-conclusion>","[(1, 30), (31, 38)]","[(17, 30), (32, 38)]","[(1, 16), (31, 31)]","['MajorClaim', 'Claim']",[],[]
337,1875,prompt,<prompt> Communicating via e - mail and voice mail vs Telephone and face - to face </prompt>,[],[],[],[],[],[]
337,1876,intro,"<para-intro> Although many people prefer communicating by telephone or face - to - face , personally I believe that <AC> communicating by e - mails or voice mails is better </AC> . There are several reasons to support this idea which I would like to mention in this essay . </para-intro>","[(1, 30)]","[(19, 30)]","[(1, 18)]",['MajorClaim'],[],[]
337,1877,body,"<para-body> Firstly , <AC> communicating by e - mail is easy </AC> . <AC> Many people have problems with calling a person that they are not acquainted with </AC> . <AC> In this case it is not so difficult to write an e - mail or to leave a voice mail </AC> because <AC> even shy people feel themselves more confident </AC> . </para-body>","[(1, 11), (12, 28), (29, 51), (52, 61)]","[(3, 11), (13, 28), (30, 51), (53, 61)]","[(1, 2), (12, 12), (29, 29), (52, 52)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (2, 3)]","['Support', 'Support', 'Support']"
